case_id,district,project_category,land_category,area_acres,owner_count,circle_rate_lakh_acre,awarded_compensation_cr,is_anomaly,anomaly_type
CMP-2607,Panna,Highways,commercial,36.52,5,23.8,32.368,0,NORMAL
CMP-2608,Sonnagar,Highways,residential,9.88,4,33.15,8.755,0,NORMAL
CMP-2609,Ahmedabad,Energy,residential,11.01,3,93.38,22.987,0,NORMAL
CMP-2610,Palghar,Highways,agricultural,14.09,8,45.55,12.283,0,NORMAL
CMP-2611,Sonnagar,Highways,commercial,42.8,2,24.02,33.709,0,NORMAL
CMP-2612,Ahmedabad,Industrial,residential,5.2,6,63.82,7.695,0,NORMAL
CMP-2613,Thane,Railways,residential,35.95,2,101.94,88.454,0,NORMAL
CMP-2614,Thane,Railways,commercial,12.29,6,98.89,47.114,0,NORMAL
CMP-2615,Palghar,Industrial,commercial,34.55,1,39.1,42.998,0,NORMAL
CMP-2616,Sonnagar,Highways,agricultural,13.24,6,19.88,5.38,0,NORMAL
CMP-2617,Sonnagar,Water,residential,31.14,6,22.51,16.214,0,NORMAL
CMP-2618,Sonnagar,Energy,agricultural,29.75,6,27.12,17.807,0,NORMAL
CMP-2619,Palghar,Highways,residential,10.29,8,25.33,6.223,0,NORMAL
CMP-2620,Surat,Highways,agricultural,22.53,8,51.44,20.324,0,NORMAL
CMP-2621,Panna,Railways,agricultural,39.26,3,23.35,18.315,0,NORMAL
CMP-2622,Hooghly,Water,commercial,18.08,4,37.05,10.212,1,UNDER_VALUED
CMP-2623,Palghar,Railways,residential,31.31,6,47.3,29.494,0,NORMAL
CMP-2624,Gautam Buddha Nagar,Energy,commercial,18.82,8,92.4,67.418,0,NORMAL
CMP-2625,Palghar,Aviation,residential,29.7,3,40.87,34.808,0,NORMAL
CMP-2626,Navsari,Highways,agricultural,22.36,7,34.95,14.439,0,NORMAL
CMP-2627,Ahmedabad,Water,commercial,16.16,4,101.25,61.397,0,NORMAL
CMP-2628,Gautam Buddha Nagar,Railways,commercial,20.49,2,68.24,51.976,0,NORMAL
CMP-2629,Surat,Railways,agricultural,17.2,8,53.26,15.874,0,NORMAL
CMP-2630,Sonnagar,Railways,agricultural,7.29,5,22.09,2.971,0,NORMAL
CMP-2631,Panna,Highways,agricultural,2.57,6,23.75,1.195,0,NORMAL
CMP-2632,Sonnagar,Water,commercial,6.98,7,28.1,8.291,0,NORMAL
CMP-2633,Surat,Aviation,agricultural,18.52,2,74.86,26.555,0,NORMAL
CMP-2634,Ahmedabad,Aviation,commercial,15.62,3,94.53,51.301,0,NORMAL
CMP-2635,Hooghly,Industrial,agricultural,33.12,8,59.69,46.701,0,NORMAL
CMP-2636,Hooghly,Industrial,residential,6.28,6,52.26,7.809,0,NORMAL
CMP-2637,Dankuni,Industrial,residential,32.19,5,57.15,50.917,0,NORMAL
CMP-2638,Gautam Buddha Nagar,Highways,agricultural,6.64,3,122.45,16.697,0,NORMAL
CMP-2639,Sonnagar,Highways,residential,17.5,5,33.47,13.27,0,NORMAL
CMP-2640,Sonnagar,Railways,residential,24.91,3,18.41,9.55,0,NORMAL
CMP-2641,Dankuni,Aviation,commercial,10.48,8,42.28,16.93,0,NORMAL
CMP-2642,Ahmedabad,Highways,residential,35.55,2,55.46,49.151,0,NORMAL
CMP-2643,Sonnagar,Energy,residential,19.57,7,35.98,18.62,0,NORMAL
CMP-2644,Thane,Water,commercial,23.64,2,74.68,68.465,0,NORMAL
CMP-2645,Dankuni,Water,residential,33.63,1,50.94,23.095,1,UNDER_VALUED
CMP-2646,Palghar,Highways,agricultural,16.43,2,45.51,15.626,0,NORMAL
CMP-2647,Surat,Energy,agricultural,31.45,6,46.58,29.935,0,NORMAL
CMP-2648,Valsad,Aviation,residential,34.52,5,45.68,34.458,0,NORMAL
CMP-2649,Valsad,Railways,agricultural,14.42,2,38.91,10.065,0,NORMAL
CMP-2650,Hooghly,Highways,commercial,16.78,1,51.01,26.748,0,NORMAL
CMP-2651,Valsad,Aviation,agricultural,38.23,7,27.1,20.527,0,NORMAL
CMP-2652,Sonnagar,Water,residential,4.59,5,30.76,3.468,0,NORMAL
CMP-2653,Valsad,Water,agricultural,42.39,5,23.95,19.428,0,NORMAL
CMP-2654,Palghar,Energy,agricultural,22.81,8,37.43,17.126,0,NORMAL
CMP-2655,Raigad,Energy,residential,9.03,7,43.02,9.238,0,NORMAL
CMP-2656,Dankuni,Industrial,commercial,11.3,2,48.07,18.837,0,NORMAL
CMP-2657,Surat,Highways,residential,21.75,4,67.1,33.234,0,NORMAL
CMP-2658,Valsad,Railways,residential,38.24,4,22.35,20.144,0,NORMAL
CMP-2659,Ahmedabad,Industrial,residential,44.78,4,96.93,92.181,0,NORMAL
CMP-2660,Hooghly,Railways,agricultural,2.53,2,34.37,1.601,0,NORMAL
CMP-2661,Hooghly,Highways,commercial,15.31,1,33.04,20.732,0,NORMAL
CMP-2662,Sonnagar,Energy,residential,25.41,1,18.03,9.714,0,NORMAL
CMP-2663,Palghar,Industrial,agricultural,11.06,2,27.31,7.019,0,NORMAL
CMP-2664,Thane,Energy,agricultural,7.07,2,102.95,14.721,0,NORMAL
CMP-2665,Ahmedabad,Water,commercial,9.27,6,118.49,33.476,0,NORMAL
CMP-2666,Dankuni,Aviation,agricultural,15.18,4,51.85,17.3,0,NORMAL
CMP-2667,Thane,Industrial,agricultural,26.4,8,88.52,50.158,0,NORMAL
CMP-2668,Navsari,Industrial,commercial,34.91,3,34.66,34.277,0,NORMAL
CMP-2669,Gautam Buddha Nagar,Industrial,agricultural,39.81,2,128.01,101.688,0,NORMAL
CMP-2670,Dankuni,Railways,residential,42.3,5,66.21,74.624,0,NORMAL
CMP-2671,Palghar,Highways,commercial,29.66,5,37.42,53.229,1,OVER_VALUED
CMP-2672,Thane,Highways,residential,27.72,4,97.69,68.405,0,NORMAL
CMP-2673,Gautam Buddha Nagar,Industrial,commercial,6.21,8,77.48,20.181,0,NORMAL
CMP-2674,Gautam Buddha Nagar,Aviation,agricultural,6.99,7,88.88,14.512,0,NORMAL
CMP-2675,Valsad,Highways,agricultural,27.1,8,37.43,21.042,0,NORMAL
CMP-2676,Surat,Industrial,commercial,34.42,2,61.07,75.962,0,NORMAL
CMP-2677,Panna,Industrial,agricultural,41.96,1,24.25,21.544,0,NORMAL
CMP-2678,Palghar,Industrial,agricultural,13.36,3,41.29,10.786,0,NORMAL
CMP-2679,Navsari,Energy,commercial,18.02,3,33.31,24.08,0,NORMAL
CMP-2680,Thane,Industrial,residential,42.26,2,111.19,116.772,0,NORMAL
CMP-2681,Navsari,Water,agricultural,12.52,8,29.2,7.1,0,NORMAL
CMP-2682,Palghar,Energy,residential,37.81,5,26.76,60.901,1,OVER_VALUED
CMP-2683,Gautam Buddha Nagar,Highways,commercial,23.29,5,128.42,129.539,0,NORMAL
CMP-2684,Dankuni,Water,commercial,10.24,1,43.45,13.322,0,NORMAL
CMP-2685,Navsari,Highways,agricultural,4.19,7,42.03,3.623,0,NORMAL
CMP-2686,Panna,Aviation,agricultural,0.88,2,28.68,0.444,0,NORMAL
CMP-2687,Navsari,Railways,agricultural,15.05,1,40.52,11.633,0,NORMAL
CMP-2688,Palghar,Railways,agricultural,40.07,1,29.1,19.186,0,NORMAL
CMP-2689,Hooghly,Railways,agricultural,9.85,2,47.01,8.776,0,NORMAL
CMP-2690,Surat,Highways,commercial,41.27,7,69.36,98.496,0,NORMAL
CMP-2691,Hooghly,Water,agricultural,41.63,3,37.56,27.876,0,NORMAL
CMP-2692,Palghar,Industrial,agricultural,1.03,7,29.66,0.683,0,NORMAL
CMP-2693,Dankuni,Industrial,commercial,25.34,2,51.4,40.003,0,NORMAL
CMP-2694,Thane,Highways,agricultural,26.67,1,123.46,71.749,0,NORMAL
CMP-2695,Dankuni,Aviation,residential,21.3,8,42.68,26.73,0,NORMAL
CMP-2696,Valsad,Industrial,agricultural,0.99,8,45.91,0.952,0,NORMAL
CMP-2697,Hooghly,Water,commercial,39.04,1,34.42,49.828,0,NORMAL
CMP-2698,Ahmedabad,Railways,commercial,4.99,3,77.04,11.843,0,NORMAL
CMP-2699,Navsari,Aviation,agricultural,1.07,5,50.7,1.168,0,NORMAL
CMP-2700,Navsari,Aviation,agricultural,11.3,6,42.98,10.301,0,NORMAL
CMP-2701,Thane,Highways,agricultural,28.9,2,115.31,69.314,0,NORMAL
CMP-2702,Palghar,Energy,commercial,31.11,6,34.38,44.969,0,NORMAL
CMP-2703,Palghar,Water,agricultural,30.33,4,47.12,22.788,0,NORMAL
CMP-2704,Navsari,Water,agricultural,35.72,5,47.81,19.362,1,UNDER_VALUED
CMP-2705,Hooghly,Water,commercial,37.47,1,43.67,48.487,0,NORMAL
CMP-2706,Ahmedabad,Energy,agricultural,38.44,3,61.24,52.031,0,NORMAL
CMP-2707,Panna,Aviation,commercial,39.96,2,18.78,22.304,0,NORMAL
CMP-2708,Valsad,Aviation,agricultural,24.5,3,24.51,10.64,0,NORMAL
CMP-2709,Surat,Water,agricultural,40.44,8,82.11,54.712,0,NORMAL
CMP-2710,Dankuni,Industrial,residential,2.65,2,56.17,3.629,0,NORMAL
CMP-2711,Valsad,Industrial,agricultural,13.48,3,36.71,9.112,0,NORMAL
CMP-2712,Ahmedabad,Aviation,commercial,14.47,6,96.75,59.814,0,NORMAL
CMP-2713,Valsad,Highways,residential,26.3,5,28.82,19.3,0,NORMAL
CMP-2714,Surat,Energy,agricultural,42.94,2,75.33,62.557,0,NORMAL
CMP-2715,Ahmedabad,Aviation,commercial,36.3,2,59.31,41.457,1,UNDER_VALUED
CMP-2716,Gautam Buddha Nagar,Industrial,residential,11.77,3,129.87,40.372,0,NORMAL
CMP-2717,Sonnagar,Water,agricultural,2.86,3,32.6,1.955,0,NORMAL
CMP-2718,Valsad,Highways,agricultural,35.5,7,43.95,32.374,0,NORMAL
CMP-2719,Gautam Buddha Nagar,Aviation,agricultural,26.96,3,126.9,69.062,0,NORMAL
CMP-2720,Navsari,Railways,agricultural,23.55,8,30.2,16.588,0,NORMAL
CMP-2721,Thane,Energy,agricultural,6.19,3,125.17,15.799,0,NORMAL
CMP-2722,Valsad,Railways,residential,36.59,1,43.88,40.66,0,NORMAL
CMP-2723,Dankuni,Highways,residential,18.77,2,48.91,19.82,0,NORMAL
CMP-2724,Thane,Energy,commercial,11.86,7,134.9,59.548,0,NORMAL
CMP-2725,Sonnagar,Energy,agricultural,3.85,1,31.97,2.541,0,NORMAL
CMP-2726,Ahmedabad,Railways,residential,11.93,3,84.8,28.091,0,NORMAL
CMP-2727,Hooghly,Industrial,residential,18.58,2,50.88,24.034,0,NORMAL
CMP-2728,Sonnagar,Industrial,commercial,34.54,4,18.56,22.533,0,NORMAL
CMP-2729,Navsari,Industrial,commercial,28.83,2,39.84,35.118,0,NORMAL
CMP-2730,Dankuni,Energy,commercial,43.08,5,37.74,52.963,0,NORMAL
CMP-2731,Sonnagar,Highways,commercial,36.78,3,27.83,58.467,1,OVER_VALUED
CMP-2732,Valsad,Highways,residential,19.66,6,36.9,18.643,0,NORMAL
CMP-2733,Sonnagar,Highways,commercial,40.02,3,26.97,35.911,0,NORMAL
CMP-2734,Surat,Industrial,residential,26.3,3,69.05,41.467,0,NORMAL
CMP-2735,Hooghly,Industrial,agricultural,29.17,6,39.13,36.213,1,OVER_VALUED
CMP-2736,Ahmedabad,Aviation,agricultural,10.67,1,102.59,21.453,0,NORMAL
CMP-2737,Thane,Aviation,residential,15.51,4,70.82,24.51,0,NORMAL
CMP-2738,Hooghly,Highways,agricultural,2.36,1,49.33,2.481,0,NORMAL
CMP-2739,Gautam Buddha Nagar,Aviation,agricultural,19.68,8,116.9,44.143,0,NORMAL
CMP-2740,Surat,Aviation,residential,22.41,6,75.82,41.119,0,NORMAL
CMP-2741,Dankuni,Railways,agricultural,29.41,3,45.93,28.02,0,NORMAL
CMP-2742,Ahmedabad,Aviation,residential,10.53,3,89.33,25.371,0,NORMAL
CMP-2743,Surat,Aviation,residential,43.71,4,78.33,71.073,0,NORMAL
CMP-2744,Dankuni,Water,commercial,24.56,7,65.96,47.509,0,NORMAL
CMP-2745,Surat,Water,residential,9.44,4,80.27,19.467,0,NORMAL
CMP-2746,Thane,Highways,agricultural,34.49,7,65.59,43.523,0,NORMAL
CMP-2747,Hooghly,Highways,commercial,28.01,5,56.25,58.812,0,NORMAL
CMP-2748,Thane,Aviation,commercial,13.41,6,101.06,46.901,0,NORMAL
CMP-2749,Hooghly,Industrial,residential,27.99,8,51.22,37.141,0,NORMAL
CMP-2750,Panna,Industrial,commercial,16.25,7,29.87,16.51,0,NORMAL
CMP-2751,Valsad,Water,commercial,38.92,2,37.57,49.076,0,NORMAL
CMP-2752,Sonnagar,Industrial,residential,32.97,5,22.82,19.775,0,NORMAL
CMP-2753,Thane,Highways,agricultural,40.01,6,102.39,69.056,0,NORMAL
CMP-2754,Ahmedabad,Highways,commercial,42.21,6,112.25,171.487,0,NORMAL
CMP-2755,Raigad,Aviation,residential,37.63,7,49.95,49.417,0,NORMAL
CMP-2756,Raigad,Water,residential,6.93,6,41.2,6.969,0,NORMAL
CMP-2757,Navsari,Water,residential,12.21,6,36.07,10.486,0,NORMAL
CMP-2758,Sonnagar,Railways,residential,21.07,7,22.59,11.387,0,NORMAL
CMP-2759,Surat,Railways,residential,18.62,8,66.37,32.242,0,NORMAL
CMP-2760,Thane,Water,commercial,30.4,8,129.44,149.435,0,NORMAL
CMP-2761,Surat,Highways,commercial,13.73,2,74.18,33.932,0,NORMAL
CMP-2762,Surat,Highways,agricultural,20.79,2,54.17,21.545,0,NORMAL
CMP-2763,Thane,Railways,agricultural,17.18,4,122.84,43.472,0,NORMAL
CMP-2764,Dankuni,Highways,commercial,22.73,6,65.55,48.782,0,NORMAL
CMP-2765,Dankuni,Industrial,commercial,19.83,2,56.02,44.398,0,NORMAL
CMP-2766,Hooghly,Highways,residential,32.7,3,32.6,28.197,0,NORMAL
CMP-2767,Dankuni,Energy,agricultural,23.54,7,64.32,27.959,0,NORMAL
CMP-2768,Navsari,Railways,commercial,21.02,4,36.94,31.759,0,NORMAL
CMP-2769,Hooghly,Railways,agricultural,2.24,6,39.67,1.675,0,NORMAL
CMP-2770,Ahmedabad,Aviation,commercial,17.56,5,100.1,73.1,0,NORMAL
CMP-2771,Gautam Buddha Nagar,Railways,residential,10.5,6,83.89,18.848,0,NORMAL
CMP-2772,Valsad,Energy,commercial,19.26,2,29.17,20.775,0,NORMAL
CMP-2773,Raigad,Highways,residential,29.16,7,57.37,42.205,0,NORMAL
CMP-2774,Valsad,Industrial,commercial,34.72,3,25.56,28.914,0,NORMAL
CMP-2775,Palghar,Railways,residential,6.79,3,41.09,6.682,0,NORMAL
CMP-2776,Raigad,Aviation,residential,13.34,8,40.68,14.201,0,NORMAL
CMP-2777,Gautam Buddha Nagar,Highways,commercial,35.82,3,121.84,121.97,0,NORMAL
CMP-2778,Thane,Industrial,commercial,27.95,1,90.13,97.645,0,NORMAL
CMP-2779,Ahmedabad,Aviation,agricultural,26.8,4,101.54,45.115,0,NORMAL
CMP-2780,Navsari,Aviation,agricultural,34.85,8,30.85,22.695,0,NORMAL
CMP-2781,Hooghly,Water,residential,14.38,8,41.18,17.017,0,NORMAL
CMP-2782,Palghar,Aviation,residential,39.38,6,48.02,52.42,0,NORMAL
CMP-2783,Gautam Buddha Nagar,Aviation,residential,14.24,5,60.77,22.514,0,NORMAL
CMP-2784,Surat,Highways,commercial,43.03,8,48.68,86.39,0,NORMAL
CMP-2785,Gautam Buddha Nagar,Water,agricultural,30.24,2,105.85,65.242,0,NORMAL
CMP-2786,Navsari,Industrial,commercial,31.8,4,39.03,50.598,0,NORMAL
CMP-2787,Gautam Buddha Nagar,Industrial,commercial,31.45,1,67.17,67.252,0,NORMAL
CMP-2788,Dankuni,Railways,commercial,29.75,7,66.36,65.765,0,NORMAL
CMP-2789,Dankuni,Railways,commercial,9.31,7,60.19,18.116,0,NORMAL
CMP-2790,Raigad,Industrial,commercial,19.25,7,48.41,36.391,0,NORMAL
CMP-2791,Raigad,Energy,residential,33.53,8,51.97,40.755,0,NORMAL
CMP-2792,Sonnagar,Railways,residential,38.38,2,30.22,32.747,0,NORMAL
CMP-2793,Ahmedabad,Highways,agricultural,14.3,7,106.37,16.165,1,UNDER_VALUED
CMP-2794,Sonnagar,Highways,commercial,35.25,7,22.57,28.644,0,NORMAL
CMP-2795,Raigad,Water,residential,39.66,5,46.89,39.241,0,NORMAL
CMP-2796,Sonnagar,Energy,residential,16.29,5,34.52,13.99,0,NORMAL
CMP-2797,Valsad,Highways,commercial,41.68,4,45.6,62.157,0,NORMAL
CMP-2798,Valsad,Railways,residential,26.61,2,42.32,29.746,0,NORMAL
CMP-2799,Navsari,Railways,commercial,21.05,4,31.77,21.853,0,NORMAL
CMP-2800,Palghar,Energy,agricultural,37.15,7,46.45,40.619,0,NORMAL
CMP-2801,Palghar,Highways,residential,25.43,7,32.42,20.203,0,NORMAL
CMP-2802,Gautam Buddha Nagar,Industrial,commercial,42.67,7,98.22,70.828,1,UNDER_VALUED
CMP-2803,Surat,Highways,residential,39.45,6,52.36,50.091,0,NORMAL
CMP-2804,Navsari,Water,residential,17.94,4,44.39,20.014,0,NORMAL
CMP-2805,Navsari,Railways,agricultural,9.58,8,35.31,7.141,0,NORMAL
CMP-2806,Gautam Buddha Nagar,Industrial,commercial,25.92,8,95.63,84.191,0,NORMAL
CMP-2807,Palghar,Water,commercial,37.89,1,43.56,58.21,0,NORMAL
CMP-2808,Palghar,Industrial,residential,14.95,2,27.83,10.649,0,NORMAL
CMP-2809,Ahmedabad,Energy,agricultural,12.02,1,57.11,12.889,0,NORMAL
CMP-2810,Thane,Aviation,agricultural,31.19,1,90.73,51.712,0,NORMAL
CMP-2811,Panna,Energy,agricultural,38.39,3,17.46,13.635,0,NORMAL
CMP-2812,Surat,Railways,commercial,9.99,4,84.49,55.404,1,OVER_VALUED
CMP-2813,Sonnagar,Aviation,residential,36.03,3,31.68,34.084,0,NORMAL
CMP-2814,Thane,Energy,agricultural,12.04,4,133.99,36.852,0,NORMAL
CMP-2815,Surat,Water,residential,12.0,2,46.33,14.856,0,NORMAL
CMP-2816,Surat,Aviation,agricultural,7.96,2,65.78,10.712,0,NORMAL
CMP-2817,Valsad,Energy,agricultural,37.47,6,45.23,32.782,0,NORMAL
CMP-2818,Sonnagar,Railways,residential,11.32,5,22.35,5.649,0,NORMAL
CMP-2819,Thane,Industrial,residential,41.81,8,102.97,102.365,0,NORMAL
CMP-2820,Panna,Water,residential,22.39,8,29.27,16.616,0,NORMAL
CMP-2821,Palghar,Energy,agricultural,8.58,7,40.88,7.259,0,NORMAL
CMP-2822,Palghar,Energy,agricultural,32.96,6,30.89,21.213,0,NORMAL
CMP-2823,Ahmedabad,Industrial,residential,4.69,6,83.8,8.621,0,NORMAL
CMP-2824,Thane,Industrial,agricultural,1.47,6,79.16,2.046,0,NORMAL
CMP-2825,Hooghly,Aviation,agricultural,15.06,7,58.44,14.908,0,NORMAL
CMP-2826,Valsad,Industrial,commercial,20.61,5,23.65,17.456,0,NORMAL
CMP-2827,Surat,Energy,commercial,32.29,8,67.79,39.428,1,UNDER_VALUED
CMP-2828,Palghar,Water,residential,22.7,8,28.68,16.855,0,NORMAL
CMP-2829,Panna,Energy,agricultural,20.81,6,28.76,11.219,0,NORMAL
CMP-2830,Thane,Energy,agricultural,25.66,6,127.44,66.258,0,NORMAL
CMP-2831,Raigad,Highways,agricultural,18.53,7,63.57,25.405,0,NORMAL
CMP-2832,Thane,Industrial,agricultural,38.3,4,110.75,81.233,0,NORMAL
CMP-2833,Ahmedabad,Highways,residential,44.58,8,83.13,90.525,0,NORMAL
CMP-2834,Valsad,Energy,commercial,23.1,4,38.55,33.907,0,NORMAL
CMP-2835,Dankuni,Water,commercial,17.13,3,64.93,36.815,0,NORMAL
CMP-2836,Panna,Energy,agricultural,17.59,6,15.44,4.845,0,NORMAL
CMP-2837,Gautam Buddha Nagar,Water,commercial,20.05,5,79.85,52.03,0,NORMAL
CMP-2838,Gautam Buddha Nagar,Energy,commercial,39.27,2,82.26,112.309,0,NORMAL
CMP-2839,Hooghly,Aviation,residential,32.89,2,43.53,32.312,0,NORMAL
CMP-2840,Hooghly,Highways,residential,23.16,8,37.15,22.627,0,NORMAL
CMP-2841,Navsari,Aviation,agricultural,22.3,6,33.68,15.347,0,NORMAL
CMP-2842,Thane,Energy,agricultural,22.77,7,109.0,53.728,0,NORMAL
CMP-2843,Palghar,Highways,residential,30.53,2,36.95,30.159,0,NORMAL
CMP-2844,Gautam Buddha Nagar,Highways,agricultural,17.89,2,69.96,24.74,0,NORMAL
CMP-2845,Ahmedabad,Aviation,commercial,22.34,6,103.08,69.573,0,NORMAL
CMP-2846,Panna,Aviation,residential,13.5,1,26.61,8.73,0,NORMAL
CMP-2847,Palghar,Industrial,residential,7.99,5,35.26,6.565,0,NORMAL
CMP-2848,Valsad,Energy,agricultural,28.21,7,26.61,14.632,0,NORMAL
CMP-2849,Palghar,Industrial,agricultural,27.58,1,30.87,15.119,0,NORMAL
CMP-2850,Gautam Buddha Nagar,Industrial,agricultural,3.61,5,81.66,5.293,0,NORMAL
CMP-2851,Valsad,Water,commercial,33.93,1,42.33,51.607,0,NORMAL
CMP-2852,Hooghly,Industrial,commercial,0.46,5,51.79,0.883,0,NORMAL
CMP-2853,Gautam Buddha Nagar,Aviation,commercial,41.97,8,120.29,178.591,0,NORMAL
CMP-2854,Panna,Railways,agricultural,1.64,5,19.83,0.681,0,NORMAL
CMP-2855,Sonnagar,Highways,residential,3.78,8,27.37,2.878,0,NORMAL
CMP-2856,Thane,Industrial,agricultural,19.0,7,135.52,54.289,0,NORMAL
CMP-2857,Raigad,Energy,agricultural,40.09,3,64.35,52.699,0,NORMAL
CMP-2858,Ahmedabad,Aviation,residential,17.26,6,90.66,41.42,0,NORMAL
CMP-2859,Navsari,Energy,residential,26.09,6,51.49,66.061,1,OVER_VALUED
CMP-2860,Thane,Aviation,commercial,20.83,1,100.9,73.01,0,NORMAL
CMP-2861,Raigad,Energy,residential,35.72,6,53.14,85.013,1,OVER_VALUED
CMP-2862,Raigad,Water,agricultural,27.36,8,39.66,26.238,0,NORMAL
CMP-2863,Surat,Railways,agricultural,29.74,6,76.33,43.758,0,NORMAL
CMP-2864,Sonnagar,Water,commercial,44.53,8,25.71,43.627,0,NORMAL
CMP-2865,Gautam Buddha Nagar,Energy,commercial,3.03,6,78.83,7.1,0,NORMAL
CMP-2866,Surat,Water,agricultural,32.92,7,74.57,43.987,0,NORMAL
CMP-2867,Thane,Railways,residential,44.83,3,108.98,109.361,0,NORMAL
CMP-2868,Palghar,Railways,agricultural,32.96,5,38.59,25.149,0,NORMAL
CMP-2869,Palghar,Highways,residential,11.28,3,32.24,7.793,0,NORMAL
CMP-2870,Panna,Energy,commercial,31.33,4,16.38,17.19,0,NORMAL
CMP-2871,Palghar,Industrial,agricultural,9.43,4,29.99,5.889,0,NORMAL
CMP-2872,Gautam Buddha Nagar,Industrial,commercial,1.44,3,62.31,3.581,0,NORMAL
CMP-2873,Navsari,Energy,agricultural,16.18,3,28.6,16.185,1,OVER_VALUED
CMP-2874,Panna,Highways,residential,30.74,8,27.06,19.228,0,NORMAL
CMP-2875,Panna,Industrial,residential,21.38,4,25.62,14.675,0,NORMAL
CMP-2876,Raigad,Aviation,residential,28.97,3,36.83,28.012,0,NORMAL
CMP-2877,Hooghly,Industrial,residential,14.15,5,55.93,20.189,0,NORMAL
CMP-2878,Valsad,Highways,residential,8.65,7,39.32,9.652,0,NORMAL
CMP-2879,Palghar,Railways,agricultural,13.99,7,31.95,8.717,0,NORMAL
CMP-2880,Palghar,Energy,commercial,35.77,3,31.23,34.752,0,NORMAL
CMP-2881,Valsad,Aviation,residential,18.04,2,23.22,11.008,0,NORMAL
CMP-2882,Dankuni,Energy,residential,44.81,5,38.23,36.812,0,NORMAL
CMP-2883,Sonnagar,Energy,agricultural,30.09,6,22.85,14.646,0,NORMAL
CMP-2884,Dankuni,Industrial,commercial,23.31,6,51.16,45.175,0,NORMAL
CMP-2885,Navsari,Water,commercial,8.86,2,41.92,12.083,0,NORMAL
CMP-2886,Ahmedabad,Water,residential,4.34,1,88.32,8.701,0,NORMAL
CMP-2887,Hooghly,Water,commercial,40.71,6,37.81,109.862,1,OVER_VALUED
CMP-2888,Valsad,Water,residential,34.45,4,22.38,17.302,0,NORMAL
CMP-2889,Palghar,Energy,residential,10.12,1,47.54,12.625,0,NORMAL
CMP-2890,Navsari,Aviation,residential,32.74,1,43.5,39.067,0,NORMAL
CMP-2891,Dankuni,Highways,agricultural,0.58,5,64.67,0.807,0,NORMAL
CMP-2892,Valsad,Aviation,residential,41.9,2,43.97,42.0,0,NORMAL
CMP-2893,Panna,Energy,residential,6.12,2,27.18,5.062,0,NORMAL
CMP-2894,Palghar,Highways,commercial,30.14,1,37.18,35.929,0,NORMAL
CMP-2895,Palghar,Highways,commercial,28.35,1,31.19,30.6,0,NORMAL
CMP-2896,Ahmedabad,Energy,residential,19.6,1,64.83,33.423,0,NORMAL
CMP-2897,Sonnagar,Water,commercial,5.81,2,29.29,5.535,0,NORMAL
CMP-2898,Sonnagar,Railways,agricultural,19.83,2,33.27,13.388,0,NORMAL
CMP-2899,Valsad,Energy,agricultural,11.82,5,46.71,9.685,0,NORMAL
CMP-2900,Dankuni,Water,commercial,14.56,2,54.07,27.36,0,NORMAL
CMP-2901,Dankuni,Energy,residential,35.52,1,63.67,55.581,0,NORMAL
CMP-2902,Thane,Industrial,commercial,42.95,5,75.3,94.351,0,NORMAL
CMP-2903,Ahmedabad,Energy,commercial,19.0,7,62.62,37.597,0,NORMAL
CMP-2904,Raigad,Aviation,commercial,15.98,6,42.01,26.626,0,NORMAL
CMP-2905,Gautam Buddha Nagar,Railways,agricultural,31.82,2,127.97,86.056,0,NORMAL
CMP-2906,Gautam Buddha Nagar,Aviation,residential,40.59,6,92.02,78.794,0,NORMAL
CMP-2907,Palghar,Railways,agricultural,35.12,8,41.89,29.749,0,NORMAL
CMP-2908,Valsad,Energy,commercial,31.46,4,47.34,48.503,0,NORMAL
CMP-2909,Hooghly,Industrial,residential,12.34,3,37.59,10.757,0,NORMAL
CMP-2910,Dankuni,Aviation,residential,32.09,3,60.2,41.066,0,NORMAL
CMP-2911,Navsari,Highways,commercial,3.37,2,31.87,3.463,0,NORMAL
CMP-2912,Sonnagar,Aviation,residential,30.73,5,26.9,19.031,0,NORMAL
CMP-2913,Gautam Buddha Nagar,Industrial,commercial,23.7,1,127.67,121.174,0,NORMAL
CMP-2914,Sonnagar,Highways,agricultural,26.92,6,23.1,12.614,0,NORMAL
CMP-2915,Panna,Aviation,agricultural,9.0,6,29.1,4.996,0,NORMAL
CMP-2916,Raigad,Energy,commercial,40.72,4,41.43,56.574,0,NORMAL
CMP-2917,Raigad,Water,agricultural,1.38,8,37.55,0.958,0,NORMAL
CMP-2918,Gautam Buddha Nagar,Energy,agricultural,10.97,8,102.29,21.027,0,NORMAL
CMP-2919,Ahmedabad,Railways,agricultural,20.44,5,83.94,33.83,0,NORMAL
CMP-2920,Valsad,Highways,agricultural,13.18,2,25.19,7.633,0,NORMAL
CMP-2921,Surat,Highways,commercial,35.53,7,60.25,82.484,0,NORMAL
CMP-2922,Thane,Railways,agricultural,28.8,8,137.23,83.197,0,NORMAL
CMP-2923,Dankuni,Water,agricultural,43.04,4,44.98,47.837,0,NORMAL
CMP-2924,Thane,Highways,residential,9.1,1,128.23,31.767,0,NORMAL
CMP-2925,Dankuni,Water,agricultural,1.95,1,61.3,2.348,0,NORMAL
CMP-2926,Hooghly,Railways,agricultural,12.78,5,48.59,14.131,0,NORMAL
