stage_duration_days,district,project_category,objection_count,has_dispute,land_category,area_acres,owner_count,distance_from_hq_km,is_delayed,days_to_next_stage
52,Thane,Energy,3,1,residential,35.63,4,20.4,1,214.0
19,Hooghly,Energy,3,0,residential,9.37,4,74.3,0,128.1
143,Gautam Buddha Nagar,Water,1,0,agricultural,39.66,3,32.6,0,108.7
287,Dankuni,Energy,6,1,commercial,54.39,5,30.7,1,341.2
178,Raigad,Water,1,0,agricultural,39.92,3,8.1,0,122.3
290,Hooghly,Energy,0,0,residential,9.14,2,21.8,0,113.0
168,Panna,Water,0,0,agricultural,53.92,6,16.5,0,83.1
95,Raigad,Industrial,1,0,residential,38.17,4,74.5,0,139.5
89,Hooghly,Energy,2,0,commercial,66.42,3,43.8,0,127.5
43,Ahmedabad,Highways,0,0,commercial,64.53,4,73.3,0,84.0
146,Surat,Aviation,0,0,residential,26.09,4,32.3,0,86.5
240,Surat,Industrial,0,0,residential,19.83,3,69.2,0,99.8
264,Thane,Aviation,8,1,commercial,5.22,1,61.5,1,324.6
83,Navsari,Highways,0,0,commercial,78.19,6,40.5,0,111.4
60,Navsari,Industrial,0,0,agricultural,43.95,11,26.2,0,98.2
175,Thane,Railways,0,0,agricultural,61.93,12,84.3,0,159.0
116,Hooghly,Energy,2,0,commercial,20.8,6,88.7,0,138.2
39,Ahmedabad,Water,0,0,commercial,79.18,3,3.5,0,83.7
266,Panna,Energy,0,0,residential,5.84,1,54.6,0,97.3
59,Panna,Railways,1,0,residential,52.19,2,71.9,0,68.6
92,Navsari,Water,0,0,commercial,52.0,3,44.2,0,55.3
165,Ahmedabad,Highways,8,1,commercial,2.0,2,32.0,1,313.8
287,Gautam Buddha Nagar,Aviation,1,0,commercial,61.71,5,88.1,1,141.2
90,Gautam Buddha Nagar,Railways,4,1,agricultural,8.52,9,58.0,1,219.5
182,Panna,Energy,3,0,agricultural,52.82,4,30.2,0,162.2
85,Surat,Energy,3,0,agricultural,10.29,7,4.4,0,98.7
243,Surat,Water,0,0,agricultural,61.79,10,77.7,1,156.6
77,Gautam Buddha Nagar,Aviation,5,1,residential,10.07,4,70.9,1,283.1
61,Ahmedabad,Railways,0,0,agricultural,20.8,2,89.9,0,62.4
196,Ahmedabad,Water,0,0,agricultural,5.69,14,62.6,1,158.0
256,Dankuni,Aviation,6,1,commercial,58.51,3,6.2,1,300.7
94,Thane,Railways,9,1,residential,61.1,1,57.4,1,328.0
227,Navsari,Energy,0,0,residential,14.38,2,71.0,0,88.9
269,Palghar,Railways,8,1,agricultural,50.21,14,26.7,1,400.7
32,Valsad,Highways,0,0,commercial,32.91,5,37.1,0,55.9
193,Raigad,Highways,0,0,agricultural,79.06,2,92.1,0,121.0
15,Panna,Water,1,0,agricultural,72.28,3,32.0,0,76.9
259,Dankuni,Aviation,2,0,agricultural,45.91,3,22.4,1,184.9
63,Surat,Aviation,0,0,agricultural,49.39,4,23.0,0,103.7
281,Valsad,Aviation,4,0,commercial,21.7,2,32.5,0,183.1
212,Sonnagar,Highways,2,0,residential,78.37,1,15.3,1,154.7
20,Raigad,Water,1,0,commercial,27.84,6,82.9,0,78.8
149,Surat,Water,0,0,residential,22.7,3,33.4,0,78.2
64,Hooghly,Industrial,0,0,commercial,41.77,1,74.7,0,68.0
131,Panna,Railways,2,0,agricultural,10.06,12,29.5,1,127.8
273,Ahmedabad,Industrial,10,1,agricultural,15.99,14,65.3,1,371.8
92,Sonnagar,Energy,1,0,residential,4.24,3,52.2,0,22.3
66,Raigad,Energy,1,0,agricultural,68.79,4,80.4,0,92.7
157,Gautam Buddha Nagar,Water,8,1,agricultural,24.07,9,92.4,1,303.9
15,Raigad,Aviation,10,1,commercial,53.62,2,87.8,1,262.5
88,Thane,Water,0,0,agricultural,77.78,4,38.4,0,112.9
194,Gautam Buddha Nagar,Railways,6,1,agricultural,11.67,7,13.5,1,246.5
87,Raigad,Railways,2,0,commercial,1.36,1,50.4,0,81.1
239,Gautam Buddha Nagar,Water,0,0,agricultural,59.56,8,16.3,1,121.0
35,Sonnagar,Energy,3,0,commercial,9.47,4,41.6,0,126.2
282,Hooghly,Energy,7,1,agricultural,19.68,14,63.8,1,311.8
68,Ahmedabad,Highways,0,0,residential,58.06,3,86.1,0,68.3
57,Dankuni,Energy,9,1,commercial,19.8,4,22.6,1,289.9
207,Sonnagar,Water,3,0,residential,53.57,1,58.0,0,134.5
75,Palghar,Industrial,0,0,agricultural,46.62,12,86.1,0,117.9
240,Sonnagar,Highways,1,0,commercial,42.06,4,77.6,0,113.3
107,Dankuni,Highways,7,1,agricultural,8.35,7,76.6,1,243.9
191,Navsari,Energy,4,0,residential,22.49,1,32.2,0,126.0
295,Raigad,Railways,2,0,residential,60.39,2,80.6,0,152.2
131,Gautam Buddha Nagar,Industrial,0,0,residential,73.18,1,61.5,0,115.0
150,Raigad,Water,1,0,agricultural,27.29,8,85.3,0,75.9
112,Valsad,Highways,3,0,agricultural,56.17,9,29.5,0,152.8
116,Gautam Buddha Nagar,Aviation,8,1,agricultural,68.25,3,68.6,1,299.1
165,Ahmedabad,Highways,4,0,residential,26.24,2,43.2,0,154.5
268,Dankuni,Energy,5,1,agricultural,20.01,4,43.0,1,279.7
262,Navsari,Railways,0,0,agricultural,44.32,10,19.9,1,168.3
213,Ahmedabad,Aviation,2,0,residential,78.56,3,42.1,0,186.0
197,Surat,Energy,4,1,residential,26.07,2,76.0,1,250.8
289,Panna,Aviation,2,0,commercial,48.53,6,34.4,0,125.6
42,Surat,Water,0,0,commercial,47.49,1,90.6,0,83.3
192,Panna,Aviation,2,0,agricultural,5.57,6,8.1,0,108.3
266,Sonnagar,Highways,2,0,residential,11.1,4,22.0,0,151.6
134,Dankuni,Energy,3,0,commercial,75.73,2,73.3,1,142.8
198,Thane,Industrial,2,0,agricultural,6.15,2,51.3,0,89.9
107,Surat,Industrial,9,1,agricultural,58.43,6,10.3,1,311.3
210,Dankuni,Water,0,0,commercial,27.79,1,30.9,0,114.3
109,Navsari,Water,5,1,agricultural,18.52,11,60.9,1,298.6
46,Panna,Energy,0,0,agricultural,30.17,3,2.2,0,63.8
29,Valsad,Water,1,0,commercial,30.3,1,90.9,0,91.1
191,Raigad,Industrial,4,1,agricultural,48.18,10,18.5,1,302.7
242,Raigad,Industrial,2,1,agricultural,74.86,13,89.5,1,285.4
107,Navsari,Highways,0,0,commercial,8.43,2,58.1,0,66.4
214,Hooghly,Aviation,3,0,residential,53.66,1,33.5,0,163.4
36,Hooghly,Railways,3,0,commercial,73.73,6,67.8,0,127.5
179,Panna,Highways,1,0,residential,56.33,4,72.4,0,114.8
164,Raigad,Water,0,0,agricultural,35.09,2,47.6,0,92.9
171,Hooghly,Industrial,2,0,commercial,23.33,6,67.0,0,132.2
292,Palghar,Energy,7,1,residential,59.27,1,6.4,1,335.2
237,Panna,Highways,1,0,residential,14.67,3,65.3,0,124.1
178,Hooghly,Railways,5,1,agricultural,39.87,10,61.6,1,299.4
163,Surat,Aviation,5,1,agricultural,52.94,14,32.8,1,327.0
37,Surat,Energy,5,1,commercial,49.93,3,84.0,1,250.6
154,Dankuni,Energy,0,0,agricultural,65.97,7,27.9,0,100.1
20,Hooghly,Energy,0,0,residential,55.83,4,14.0,0,64.9
265,Palghar,Highways,10,1,agricultural,26.53,12,25.9,1,341.1
161,Ahmedabad,Energy,1,0,residential,9.13,1,38.7,0,84.4
117,Palghar,Industrial,2,1,commercial,37.78,1,12.4,1,216.1
138,Palghar,Aviation,0,0,agricultural,59.2,8,57.5,1,126.9
177,Surat,Railways,2,1,residential,75.91,3,81.9,1,260.3
43,Hooghly,Railways,0,0,residential,23.7,1,22.9,0,42.1
240,Sonnagar,Water,5,1,agricultural,48.33,5,53.8,1,333.2
48,Thane,Highways,1,0,residential,49.68,2,69.3,0,88.4
18,Palghar,Aviation,1,0,agricultural,65.19,13,54.7,0,97.2
52,Thane,Industrial,9,1,residential,75.01,4,28.3,1,291.9
266,Sonnagar,Railways,0,0,residential,79.04,4,46.6,1,130.3
161,Valsad,Railways,0,0,agricultural,77.41,5,84.0,0,121.4
250,Navsari,Railways,3,0,agricultural,68.21,7,13.6,1,180.5
250,Ahmedabad,Water,0,0,commercial,31.38,3,33.4,0,107.3
126,Panna,Railways,1,0,agricultural,75.87,12,63.3,0,122.6
172,Panna,Water,4,1,commercial,37.88,5,62.7,1,296.0
117,Gautam Buddha Nagar,Water,10,1,agricultural,71.25,11,37.7,1,355.0
120,Hooghly,Highways,1,0,residential,22.23,2,61.6,0,76.2
254,Raigad,Water,4,1,commercial,61.13,4,31.4,1,279.8
64,Sonnagar,Aviation,0,0,agricultural,1.19,14,82.9,0,102.3
92,Valsad,Railways,0,0,residential,5.75,3,56.3,0,47.8
170,Sonnagar,Railways,10,1,commercial,13.21,2,17.2,1,341.6
297,Ahmedabad,Railways,1,0,residential,22.86,2,92.8,0,126.7
84,Hooghly,Highways,1,0,agricultural,38.41,13,3.9,0,96.1
108,Hooghly,Industrial,0,0,residential,39.6,3,84.4,0,80.5
168,Palghar,Railways,3,0,agricultural,9.32,13,91.3,1,190.4
196,Navsari,Aviation,2,0,agricultural,1.77,10,40.8,1,175.4
281,Surat,Industrial,0,0,commercial,25.83,2,6.8,0,132.9
35,Hooghly,Water,9,1,commercial,52.92,3,53.3,1,324.9
24,Gautam Buddha Nagar,Highways,0,0,residential,37.87,4,5.3,0,40.6
232,Valsad,Energy,0,0,residential,75.46,3,53.4,0,129.7
178,Hooghly,Aviation,3,0,agricultural,2.33,3,77.0,0,135.3
136,Valsad,Highways,3,0,agricultural,1.27,1,70.5,0,146.1
250,Palghar,Railways,0,0,residential,53.36,1,7.2,1,148.2
61,Palghar,Railways,5,1,agricultural,17.21,12,9.4,1,284.1
268,Hooghly,Railways,0,0,residential,23.4,1,43.2,0,109.5
292,Surat,Energy,0,0,agricultural,10.36,13,9.0,0,167.3
166,Surat,Railways,1,0,commercial,23.19,4,25.3,0,120.8
143,Thane,Aviation,0,0,residential,5.4,4,34.0,0,57.0
243,Ahmedabad,Highways,3,1,residential,25.81,3,66.9,1,229.5
178,Gautam Buddha Nagar,Energy,2,0,residential,38.7,4,29.9,0,135.5
102,Sonnagar,Railways,7,1,agricultural,33.07,8,32.2,1,249.2
246,Ahmedabad,Water,8,1,commercial,33.86,1,83.2,1,297.4
202,Dankuni,Railways,4,1,commercial,12.51,2,22.2,1,252.6
26,Navsari,Energy,0,0,agricultural,66.47,14,53.1,0,132.7
237,Sonnagar,Water,0,0,commercial,77.54,1,34.9,1,151.3
163,Sonnagar,Water,10,1,residential,75.5,2,40.7,1,339.2
174,Raigad,Energy,0,0,residential,10.19,2,51.3,0,99.2
257,Sonnagar,Railways,9,1,commercial,29.92,2,21.5,1,342.9
158,Valsad,Aviation,1,0,commercial,26.82,2,85.9,1,95.5
136,Gautam Buddha Nagar,Railways,0,0,residential,45.28,1,31.2,0,73.5
56,Raigad,Industrial,1,0,commercial,72.08,6,26.7,0,118.6
201,Navsari,Aviation,0,0,agricultural,20.1,11,2.3,0,146.5
178,Panna,Railways,0,0,commercial,70.72,2,78.6,0,73.9
166,Gautam Buddha Nagar,Industrial,2,0,agricultural,16.0,13,48.9,0,170.9
148,Sonnagar,Highways,6,1,commercial,2.51,6,61.9,1,279.2
210,Raigad,Water,1,0,residential,60.8,1,89.1,0,128.6
98,Gautam Buddha Nagar,Water,0,0,commercial,1.85,1,82.7,0,53.1
296,Valsad,Aviation,8,1,commercial,51.88,4,18.6,1,324.9
35,Dankuni,Energy,0,0,commercial,57.52,2,48.2,0,64.4
135,Palghar,Industrial,7,1,agricultural,77.8,6,9.5,1,315.6
283,Ahmedabad,Industrial,2,0,agricultural,55.72,9,78.5,1,166.5
137,Palghar,Energy,10,1,agricultural,2.43,11,80.4,1,339.0
85,Surat,Railways,0,0,agricultural,60.6,11,38.8,0,113.0
227,Thane,Aviation,0,0,residential,47.38,2,23.3,0,113.6
275,Palghar,Industrial,0,0,commercial,17.42,5,2.7,0,105.1
276,Navsari,Industrial,2,0,commercial,60.46,3,33.1,0,176.1
246,Palghar,Aviation,10,1,commercial,61.72,2,19.2,1,361.6
167,Sonnagar,Railways,1,0,agricultural,70.99,14,30.2,0,170.0
126,Surat,Industrial,0,0,commercial,17.71,2,82.0,0,117.6
249,Ahmedabad,Aviation,1,0,commercial,13.64,4,46.7,0,108.4
69,Dankuni,Railways,3,0,agricultural,49.73,14,3.0,0,161.2
96,Hooghly,Water,7,1,residential,17.62,2,92.3,1,244.7
26,Navsari,Water,0,0,residential,10.05,2,26.4,0,31.5
30,Surat,Highways,3,0,residential,14.38,1,10.0,0,127.9
154,Gautam Buddha Nagar,Aviation,9,1,residential,5.53,2,22.0,1,306.2
253,Thane,Water,4,0,commercial,46.35,1,63.1,1,166.0
260,Sonnagar,Energy,6,1,residential,2.44,3,91.6,1,314.0
237,Thane,Aviation,2,0,agricultural,63.46,12,80.9,1,191.6
256,Gautam Buddha Nagar,Energy,0,0,commercial,72.19,6,53.2,1,167.1
220,Valsad,Water,4,0,agricultural,61.5,3,77.7,1,159.1
236,Panna,Water,6,1,commercial,70.84,3,88.0,1,294.2
36,Panna,Aviation,3,0,agricultural,78.63,3,57.7,0,117.5
120,Raigad,Industrial,0,0,agricultural,65.96,2,94.1,0,87.4
296,Gautam Buddha Nagar,Highways,0,0,commercial,18.53,6,75.3,0,133.5
282,Valsad,Industrial,0,0,commercial,46.37,6,39.9,0,131.5
94,Dankuni,Aviation,3,0,commercial,15.47,1,85.1,1,102.0
171,Hooghly,Railways,8,1,agricultural,24.58,4,52.4,1,321.4
166,Thane,Highways,4,1,agricultural,66.3,11,8.6,1,338.7
221,Ahmedabad,Energy,6,1,residential,27.78,3,21.4,1,299.3
36,Hooghly,Aviation,4,0,residential,40.25,3,4.9,0,91.5
231,Ahmedabad,Industrial,1,0,agricultural,28.41,11,47.6,1,153.5
144,Hooghly,Highways,0,0,commercial,58.08,6,60.7,0,120.0
255,Valsad,Railways,6,1,residential,44.43,4,22.1,1,308.9
29,Raigad,Industrial,0,0,residential,40.41,4,27.6,0,54.6
39,Panna,Aviation,3,1,residential,56.01,4,18.2,0,232.7
184,Thane,Energy,1,0,residential,77.5,1,20.5,0,125.7
207,Sonnagar,Aviation,4,1,agricultural,18.26,14,65.5,1,285.3
66,Hooghly,Aviation,4,1,agricultural,59.36,10,54.3,1,269.8
283,Sonnagar,Water,0,0,agricultural,43.71,7,46.1,0,165.3
59,Ahmedabad,Highways,7,1,agricultural,38.23,9,87.5,1,265.2
59,Palghar,Highways,1,0,agricultural,35.97,9,36.7,0,112.3
226,Dankuni,Railways,2,1,residential,18.96,2,29.9,1,217.2
21,Valsad,Highways,6,1,residential,47.05,1,30.2,1,224.9
111,Surat,Water,1,0,agricultural,17.52,3,38.1,0,73.5
80,Palghar,Railways,0,0,residential,60.96,4,49.7,0,86.5
200,Surat,Aviation,2,0,commercial,32.81,4,6.0,0,153.4
206,Surat,Aviation,1,0,residential,69.42,2,46.6,0,124.5
95,Ahmedabad,Aviation,10,1,residential,23.37,1,42.2,1,297.9
35,Palghar,Aviation,0,0,agricultural,37.43,13,93.8,0,128.0
255,Gautam Buddha Nagar,Energy,0,0,commercial,69.76,6,56.8,0,132.6
85,Gautam Buddha Nagar,Aviation,0,0,residential,39.43,3,51.5,0,73.2
162,Dankuni,Energy,0,0,commercial,74.18,3,86.4,0,104.0
280,Navsari,Railways,0,0,commercial,48.02,6,63.3,1,102.6
112,Raigad,Aviation,0,0,commercial,43.65,3,21.0,0,91.0
164,Palghar,Aviation,0,0,residential,63.3,3,19.0,0,89.9
153,Surat,Water,1,0,commercial,27.64,3,58.4,0,151.7
49,Panna,Water,6,1,agricultural,74.26,8,88.9,1,271.5
116,Panna,Industrial,8,1,commercial,50.43,4,57.4,1,301.8
77,Palghar,Railways,2,0,agricultural,4.83,14,8.5,0,144.1
231,Raigad,Highways,2,1,residential,1.28,3,92.8,1,218.3
151,Surat,Railways,0,0,agricultural,19.29,1,53.5,0,90.6
23,Ahmedabad,Railways,0,0,residential,59.37,3,77.3,0,79.5
250,Ahmedabad,Railways,3,0,agricultural,73.45,5,12.0,1,199.8
243,Gautam Buddha Nagar,Industrial,3,1,commercial,67.86,4,68.3,1,288.3
26,Ahmedabad,Industrial,0,0,commercial,70.6,4,42.6,0,67.1
213,Thane,Water,1,0,residential,30.15,1,57.9,0,97.2
175,Ahmedabad,Railways,0,0,agricultural,57.34,4,37.3,1,78.9
48,Dankuni,Industrial,2,0,agricultural,31.42,6,35.4,0,108.0
238,Hooghly,Water,5,1,agricultural,21.9,5,46.5,1,316.5
286,Dankuni,Industrial,2,0,residential,78.34,3,6.5,0,201.3
298,Raigad,Highways,3,1,residential,42.26,3,44.1,1,312.2
224,Navsari,Railways,1,0,agricultural,18.93,2,59.7,0,101.7
295,Sonnagar,Railways,0,0,commercial,13.85,1,77.1,0,139.6
106,Palghar,Highways,2,0,commercial,44.5,3,69.3,0,149.0
102,Surat,Highways,1,0,commercial,2.15,5,85.2,0,95.6
138,Hooghly,Railways,2,0,agricultural,46.12,5,45.0,0,138.4
36,Sonnagar,Railways,8,1,agricultural,11.3,5,44.9,1,241.2
221,Ahmedabad,Industrial,1,0,residential,51.96,3,75.1,0,115.5
223,Ahmedabad,Energy,9,1,residential,10.54,1,21.2,1,301.4
226,Navsari,Highways,0,0,residential,2.4,4,20.5,0,103.4
86,Dankuni,Railways,0,0,commercial,19.94,1,85.7,0,55.2
253,Ahmedabad,Water,0,0,residential,10.87,1,24.8,0,121.5
42,Palghar,Energy,3,0,commercial,71.02,4,9.3,0,160.0
260,Panna,Water,7,1,agricultural,15.88,9,17.4,1,326.4
45,Sonnagar,Industrial,5,1,commercial,50.64,3,4.2,1,260.4
182,Hooghly,Energy,0,0,residential,41.6,1,84.2,0,76.5
295,Panna,Highways,1,0,residential,5.85,2,88.8,0,146.5
151,Hooghly,Aviation,5,1,residential,7.91,4,27.6,1,260.2
229,Thane,Railways,0,0,agricultural,66.16,3,41.7,0,101.4
98,Surat,Highways,0,0,agricultural,38.87,2,22.4,0,71.5
55,Dankuni,Water,2,0,agricultural,27.75,12,93.1,1,90.6
295,Navsari,Industrial,2,0,residential,26.78,3,51.0,0,125.2
157,Gautam Buddha Nagar,Industrial,2,0,residential,20.0,1,42.4,0,153.0
222,Navsari,Water,6,1,residential,64.23,3,11.9,1,314.0
93,Surat,Railways,1,0,commercial,40.71,4,71.1,0,106.4
261,Palghar,Railways,1,0,agricultural,62.11,1,42.5,0,129.0
204,Hooghly,Highways,5,1,commercial,39.18,4,88.3,1,288.2
139,Ahmedabad,Railways,0,0,commercial,13.16,3,57.2,0,73.9
91,Palghar,Aviation,1,0,agricultural,7.84,13,77.2,0,71.7
31,Thane,Water,7,1,agricultural,54.46,14,67.1,1,295.9
66,Raigad,Energy,3,1,commercial,79.06,5,2.0,1,226.8
151,Ahmedabad,Water,1,0,agricultural,42.32,14,59.0,1,164.0
278,Navsari,Railways,5,1,residential,55.28,1,38.6,1,304.2
275,Hooghly,Water,1,0,commercial,65.26,4,77.0,1,205.6
122,Navsari,Aviation,4,1,commercial,56.41,1,9.4,1,239.8
91,Palghar,Water,0,0,agricultural,26.95,6,55.9,0,65.7
297,Palghar,Aviation,0,0,residential,56.87,4,63.0,0,154.5
31,Valsad,Highways,2,0,agricultural,31.47,14,48.3,0,114.1
83,Sonnagar,Energy,2,0,commercial,56.74,6,31.3,0,112.7
99,Sonnagar,Railways,0,0,agricultural,39.21,6,15.8,0,82.6
118,Gautam Buddha Nagar,Water,0,0,commercial,61.78,6,35.5,0,126.0
262,Valsad,Highways,4,0,agricultural,16.54,3,32.9,0,147.9
215,Panna,Energy,4,0,residential,49.19,2,42.4,1,160.4
295,Hooghly,Aviation,4,0,residential,36.79,3,32.9,0,202.9
252,Palghar,Water,1,0,commercial,18.86,3,79.6,1,140.0
145,Dankuni,Highways,0,0,agricultural,18.72,4,90.5,0,93.4
155,Ahmedabad,Highways,3,0,agricultural,75.22,1,48.7,1,137.9
41,Dankuni,Energy,1,0,residential,42.96,3,74.5,0,50.5
183,Ahmedabad,Industrial,5,1,residential,1.63,4,9.4,1,225.7
147,Thane,Highways,6,1,agricultural,53.91,7,17.1,1,307.8
173,Valsad,Highways,1,0,commercial,51.3,1,93.4,0,87.1
153,Thane,Railways,0,0,agricultural,36.38,2,48.5,0,70.7
157,Panna,Highways,0,0,commercial,7.82,2,38.1,0,119.6
59,Sonnagar,Highways,0,0,residential,27.7,2,46.5,0,51.2
236,Thane,Energy,10,1,commercial,62.18,4,21.7,1,381.7
49,Gautam Buddha Nagar,Aviation,2,0,residential,66.84,4,53.8,0,117.1
33,Valsad,Railways,0,0,agricultural,28.76,11,88.9,0,73.3
58,Thane,Energy,3,1,commercial,47.77,5,73.2,1,215.9
189,Panna,Industrial,2,1,residential,63.0,3,24.9,1,242.6
168,Thane,Highways,4,0,agricultural,55.82,14,37.3,1,216.8
201,Ahmedabad,Highways,6,1,residential,59.22,4,4.1,1,298.1
283,Sonnagar,Highways,3,0,agricultural,29.32,2,92.6,0,148.8
123,Palghar,Railways,0,0,residential,4.4,3,80.3,0,66.0
294,Palghar,Aviation,1,0,residential,24.15,4,72.0,1,152.4
185,Ahmedabad,Highways,2,1,residential,11.38,1,90.3,1,213.8
199,Hooghly,Highways,0,0,commercial,13.13,5,85.2,0,118.7
68,Raigad,Aviation,0,0,residential,17.86,2,17.8,0,51.6
17,Panna,Railways,3,0,commercial,46.35,6,74.2,0,139.7
213,Thane,Water,10,1,agricultural,23.77,3,39.6,1,311.9
78,Navsari,Energy,0,0,agricultural,48.62,1,92.9,0,79.0
109,Navsari,Aviation,1,0,agricultural,77.39,4,14.3,1,133.2
51,Sonnagar,Highways,0,0,residential,17.84,1,55.4,0,30.0
69,Sonnagar,Highways,0,0,commercial,12.19,6,75.1,0,61.4
280,Ahmedabad,Water,0,0,residential,16.52,2,21.2,0,142.6
265,Dankuni,Railways,0,0,commercial,20.54,4,45.1,1,132.7
283,Thane,Aviation,0,0,commercial,70.56,2,28.4,0,163.6
247,Hooghly,Industrial,1,0,agricultural,36.22,12,82.3,1,124.0
127,Navsari,Railways,0,0,commercial,62.59,6,47.2,0,150.8
71,Panna,Aviation,7,1,agricultural,42.0,12,11.2,1,284.0
25,Navsari,Aviation,3,1,commercial,19.68,3,25.4,1,245.9
286,Panna,Industrial,1,0,residential,78.21,1,15.9,1,155.1
189,Panna,Water,5,1,residential,15.4,3,69.0,1,276.5
220,Navsari,Industrial,4,0,agricultural,45.43,6,10.9,0,186.3
187,Surat,Energy,2,0,agricultural,42.83,8,23.2,1,151.0
85,Palghar,Highways,2,1,residential,16.79,4,51.8,1,197.6
84,Panna,Water,5,1,residential,17.87,1,5.4,1,233.4
245,Palghar,Energy,0,0,residential,73.92,1,10.7,0,148.6
37,Sonnagar,Aviation,0,0,agricultural,13.78,13,66.7,0,91.6
66,Surat,Water,5,1,commercial,74.02,3,2.0,1,216.9
99,Hooghly,Industrial,3,1,residential,78.47,1,64.1,1,266.9
106,Surat,Aviation,5,1,agricultural,16.21,5,44.9,1,239.5
119,Raigad,Highways,2,0,agricultural,61.01,14,65.9,0,168.5
18,Raigad,Water,2,1,commercial,42.88,6,80.4,1,210.3
93,Raigad,Railways,0,0,agricultural,56.13,3,26.8,0,83.3
183,Dankuni,Industrial,0,0,residential,79.78,2,90.7,0,125.9
148,Hooghly,Energy,3,0,commercial,63.97,1,20.3,0,170.8
74,Hooghly,Highways,0,0,residential,4.78,1,54.1,0,69.9
42,Sonnagar,Aviation,1,0,agricultural,18.93,3,24.4,0,84.7
290,Panna,Highways,0,0,agricultural,43.24,5,26.3,0,127.1
120,Thane,Water,5,1,commercial,56.05,1,50.2,1,251.0
56,Sonnagar,Aviation,0,0,residential,13.59,3,94.3,0,63.9
27,Thane,Highways,2,0,residential,7.15,2,72.5,0,54.3
261,Palghar,Aviation,0,0,agricultural,62.8,9,62.2,1,160.8
91,Gautam Buddha Nagar,Highways,0,0,residential,53.94,3,72.0,0,92.4
291,Raigad,Industrial,1,0,residential,72.87,1,16.0,0,137.1
209,Gautam Buddha Nagar,Highways,1,0,commercial,37.65,1,57.7,1,116.1
189,Surat,Water,10,1,commercial,22.37,2,39.7,1,318.1
131,Raigad,Energy,0,0,residential,4.4,3,78.4,0,58.0
35,Thane,Industrial,0,0,residential,17.03,4,58.0,0,46.4
284,Valsad,Highways,3,1,residential,5.33,1,88.3,1,242.3
285,Panna,Highways,0,0,residential,58.8,2,52.9,0,137.9
208,Surat,Industrial,0,0,agricultural,52.0,7,26.9,0,132.8
166,Sonnagar,Water,1,0,residential,51.79,3,39.9,0,129.0
203,Ahmedabad,Aviation,2,0,agricultural,34.76,2,30.8,0,124.3
214,Thane,Water,7,1,commercial,60.73,1,19.4,1,277.4
110,Valsad,Energy,4,0,residential,72.96,1,64.2,0,153.1
286,Navsari,Energy,3,0,residential,61.88,1,36.3,0,167.4
83,Raigad,Energy,2,0,commercial,5.39,6,33.6,0,128.8
125,Navsari,Railways,7,1,agricultural,15.95,9,26.0,1,319.1
87,Ahmedabad,Aviation,0,0,agricultural,57.05,8,50.9,0,71.4
116,Panna,Highways,3,1,residential,50.65,2,47.8,1,251.6
32,Surat,Highways,4,0,commercial,73.49,5,72.8,0,145.9
271,Ahmedabad,Highways,2,0,commercial,57.76,5,84.9,1,169.1
69,Thane,Highways,0,0,residential,44.2,1,24.7,0,82.6
160,Sonnagar,Water,1,0,commercial,76.85,4,87.3,1,111.4
192,Ahmedabad,Energy,2,1,residential,6.56,1,77.2,1,199.5
291,Gautam Buddha Nagar,Energy,0,0,agricultural,42.63,6,79.9,0,125.1
95,Ahmedabad,Railways,1,0,agricultural,40.72,2,24.3,0,108.2
33,Palghar,Highways,3,0,commercial,23.87,5,51.9,0,108.4
187,Valsad,Aviation,8,1,agricultural,34.58,13,71.2,1,341.1
24,Sonnagar,Railways,3,0,commercial,70.05,1,50.4,0,129.7
212,Gautam Buddha Nagar,Highways,9,1,agricultural,6.28,12,21.8,1,336.5
41,Navsari,Energy,1,0,commercial,15.08,5,12.1,0,64.0
122,Panna,Aviation,2,0,agricultural,23.59,1,12.8,0,125.0
190,Panna,Water,1,0,agricultural,53.53,9,70.5,0,142.1
206,Surat,Railways,0,0,residential,8.65,3,44.0,0,72.4
48,Thane,Industrial,0,0,commercial,14.95,1,68.5,0,55.5
230,Raigad,Water,1,0,residential,30.38,3,79.2,0,101.5
248,Sonnagar,Aviation,10,1,residential,24.0,3,55.9,1,324.4
67,Raigad,Energy,2,0,residential,71.04,2,90.7,0,106.7
235,Surat,Energy,1,0,agricultural,75.03,7,59.9,1,161.6
75,Raigad,Water,0,0,residential,71.38,4,18.2,0,113.9
127,Sonnagar,Railways,1,0,residential,72.67,2,85.6,0,109.5
16,Panna,Highways,4,0,commercial,71.04,1,93.3,0,112.5
296,Ahmedabad,Energy,2,0,agricultural,32.8,13,35.4,0,175.4
210,Navsari,Highways,0,0,residential,50.61,2,3.4,0,111.9
112,Dankuni,Aviation,0,0,agricultural,27.28,13,13.2,0,88.4
138,Ahmedabad,Industrial,2,0,agricultural,68.06,5,60.2,0,140.3
15,Raigad,Water,10,1,agricultural,35.02,7,86.4,1,343.7
118,Palghar,Water,5,1,residential,65.24,3,78.6,1,262.4
43,Palghar,Water,0,0,residential,23.8,1,81.8,0,71.6
115,Raigad,Aviation,3,0,residential,51.54,2,6.7,0,150.2
240,Navsari,Highways,0,0,commercial,13.4,6,89.7,1,97.3
85,Ahmedabad,Aviation,1,0,agricultural,7.82,14,47.8,0,103.9
49,Ahmedabad,Highways,0,0,agricultural,32.08,9,64.7,0,134.2
